,user_id,post_created,followers,friends,statuses,label,cleaned_text,emotion_encoded,emotion
57,60868031,2009-08-28 04:27:58+00:00,1768,532,5720,1,happens ivdd surgery,4,fear
58,60868031,2009-08-28 04:28:03+00:00,1768,532,5720,1,fibromyalgia chronic myofascial pain survival manual,0,sadness
59,60868031,2009-08-28 05:02:16+00:00,1768,532,5720,1,disk herniation,4,fear
60,60868031,2009-08-28 05:02:31+00:00,1768,532,5720,1,live lively longer doctor prescription,1,joy
61,60868031,2009-08-28 05:02:33+00:00,1768,532,5720,1,ive dealing depression 8 year want tell friend family letter good idea,1,joy
62,60868031,2009-08-28 05:02:38+00:00,1768,532,5720,1,cause migraine,0,sadness
63,60868031,2009-08-28 05:02:42+00:00,1768,532,5720,1,acupuncture actually work,1,joy
64,60868031,2009-08-28 05:27:47+00:00,1768,532,5720,1,migraine cluster headache,0,sadness
65,60868031,2009-08-28 05:27:52+00:00,1768,532,5720,1,cope depression episode think suicide,0,sadness
66,60868031,2009-08-28 05:28:03+00:00,1768,532,5720,1,depression cure 6step program beat depression without drug,0,sadness
67,60868031,2009-08-28 05:28:10+00:00,1768,532,5720,1,handle feeling angerdepression resentment lonelyness thought suicide,3,anger
68,60868031,2009-08-28 05:28:17+00:00,1768,532,5720,1,good depression song cutting suicide,0,sadness
69,60868031,2009-08-28 06:05:34+00:00,1768,532,5720,1,frequent panic attack nausea,4,fear
70,60868031,2009-08-28 06:38:43+00:00,1768,532,5720,1,need help ive percocet 5months,1,joy
71,60868031,2009-08-28 07:02:24+00:00,1768,532,5720,1,help nausea dizziness migraine,4,fear
72,60868031,2009-08-28 07:02:32+00:00,1768,532,5720,1,new body aloe vera resin,1,joy
73,60868031,2009-08-28 07:30:16+00:00,1768,532,5720,1,sinol headache 15 milliliter,4,fear
74,60868031,2009-08-28 08:13:08+00:00,1768,532,5720,1,small magnetic cervical pillow memory foam,4,fear
75,60868031,2009-08-28 08:13:13+00:00,1768,532,5720,1,would best medicine take headache,1,joy
76,60868031,2009-08-28 08:13:18+00:00,1768,532,5720,1,herniated nucleus pulposus radiculopathy adolescent successful nonoperative treatment article,1,joy
77,60868031,2009-08-28 08:13:25+00:00,1768,532,5720,1,backsmart fitness plan totalbody workout strengthen heal back,1,joy
78,60868031,2009-08-28 08:13:27+00:00,1768,532,5720,1,julie julia year cooking dangerously,1,joy
79,60868031,2009-08-28 09:17:15+00:00,1768,532,5720,1,think need getting help cutting ed depression suicide etcteen girl,0,sadness
80,60868031,2009-08-28 09:17:26+00:00,1768,532,5720,1,bulging disc lumbar spine treatment,4,fear
81,60868031,2009-08-28 09:17:37+00:00,1768,532,5720,1,bulging disc pain switching left leg right leg normal,4,fear
82,60868031,2009-08-28 09:17:39+00:00,1768,532,5720,1,lecture note general surgery,1,joy
83,60868031,2009-08-28 09:17:41+00:00,1768,532,5720,1,ocular migraine,4,fear
84,60868031,2009-08-28 10:56:18+00:00,1768,532,5720,1,prevent migraine,0,sadness
85,60868031,2009-08-28 11:30:20+00:00,1768,532,5720,1,natural remedy headache,1,joy
86,60868031,2009-08-28 11:30:27+00:00,1768,532,5720,1,cause headache right behind ear,4,fear
87,60868031,2009-08-28 12:00:55+00:00,1768,532,5720,1,cause migraine headache best treat,0,sadness
88,60868031,2009-08-28 12:01:07+00:00,1768,532,5720,1,dizziness feel like blanking going fall,0,sadness
89,60868031,2009-08-28 12:24:54+00:00,1768,532,5720,1,way relieve severe back pain 2 lower back surgery think ruptured,4,fear
90,60868031,2009-08-28 12:56:23+00:00,1768,532,5720,1,natural way cure migraine,1,joy
91,60868031,2009-08-28 12:56:36+00:00,1768,532,5720,1,mild central disc mean,4,fear
92,60868031,2009-08-28 14:08:16+00:00,1768,532,5720,1,question acupuncture chronic migraine tension headache,4,fear
93,60868031,2009-08-28 14:08:20+00:00,1768,532,5720,1,think suicide rate great depression higher middle class american lower c,0,sadness
94,60868031,2009-08-28 14:08:23+00:00,1768,532,5720,1,writer v show use research professional develop storyline,3,anger
95,60868031,2009-08-28 14:08:23+00:00,1768,532,5720,1,writer v show use research professional develop storyline,3,anger
96,60868031,2009-08-28 14:08:31+00:00,1768,532,5720,1,treatment migraine,0,sadness
97,60868031,2009-08-28 14:27:53+00:00,1768,532,5720,1,butterbur feverfew 75 mg 60 vegcapsules,4,fear
98,60868031,2009-08-28 14:27:55+00:00,1768,532,5720,1,bulging disc question help,4,fear
99,60868031,2009-08-28 14:27:56+00:00,1768,532,5720,1,went neurologist migraine prescribed depakote bad weight gain,0,sadness
100,60868031,2009-08-28 15:28:36+00:00,1768,532,5720,1,science seizure new light epilepsy migraine,4,fear
101,60868031,2009-08-28 15:28:40+00:00,1768,532,5720,1,thing reduce nausea get period result menstrual cramp,4,fear
102,60868031,2009-08-28 15:28:44+00:00,1768,532,5720,1,american academy pediatrics guide child sleep birth adolescence,4,fear
103,60868031,2009-08-28 15:28:48+00:00,1768,532,5720,1,woman migraine survival guide complete uptodate resource cause migraine pain,0,sadness
104,60868031,2009-08-28 15:28:53+00:00,1768,532,5720,1,lebanese remedy splitting headache,4,fear
105,60868031,2009-08-28 16:13:32+00:00,1768,532,5720,1,feverfew good migraine,0,sadness
106,60868031,2009-08-28 16:13:34+00:00,1768,532,5720,1,easy method relieve back pain,1,joy
107,60868031,2009-08-28 16:13:36+00:00,1768,532,5720,1,anxiety phobia workbook fourth edition,4,fear
108,60868031,2009-08-28 16:13:37+00:00,1768,532,5720,1,ever get cannabis headache cure,1,joy
109,60868031,2009-08-28 16:13:57+00:00,1768,532,5720,1,anyone laser surgery laser spine institute tampa fl,1,joy
110,60868031,2009-08-28 17:12:46+00:00,1768,532,5720,1,muscle relaxant effective treatment bruxism,1,joy
111,60868031,2009-08-28 17:12:52+00:00,1768,532,5720,1,resperate blood pressure lowering device,4,fear
112,60868031,2009-08-28 17:13:00+00:00,1768,532,5720,1,get fever nausea stopping prescription drug 2 day,4,fear
113,60868031,2009-08-28 17:13:06+00:00,1768,532,5720,1,question abput pain med tramadol,3,anger
114,60868031,2009-08-28 17:13:15+00:00,1768,532,5720,1,anyone investigated much victim gangstalking depression suicide etc,4,fear
115,60868031,2009-08-28 18:36:36+00:00,1768,532,5720,1,tip handling holiday despair,0,sadness
116,60868031,2009-08-28 18:36:46+00:00,1768,532,5720,1,help migraine attack,4,fear
117,60868031,2009-08-28 18:36:51+00:00,1768,532,5720,1,b50 complex ankle pain,4,fear
118,60868031,2009-08-28 18:37:06+00:00,1768,532,5720,1,vitamin b50 complex ankle pain,4,fear
119,60868031,2009-08-28 18:37:13+00:00,1768,532,5720,1,tylenol acetaminophen 650 mg extended release geltabs 80 geltabs,1,joy
120,60868031,2009-08-28 19:27:22+00:00,1768,532,5720,1,fix bulging disc back pain,0,sadness
121,60868031,2009-08-28 19:27:27+00:00,1768,532,5720,1,home remedy migraine headache,0,sadness
122,60868031,2009-08-28 21:05:58+00:00,1768,532,5720,1,early story 19531975,1,joy
123,60868031,2009-08-28 21:06:05+00:00,1768,532,5720,1,anyone thoracic disc surgery,4,fear
124,60868031,2009-08-28 21:27:50+00:00,1768,532,5720,1,think owen wilson come discus depressionsuicide attempt,3,anger
125,60868031,2009-08-28 21:27:54+00:00,1768,532,5720,1,prevention treatment headache get life back,1,joy
126,60868031,2009-08-28 21:27:57+00:00,1768,532,5720,1,suicide rate seasonal affective disorder major depression disorder,0,sadness
127,60868031,2009-08-28 21:28:00+00:00,1768,532,5720,1,managing migraine migraine sufferer practical guide,1,joy
128,60868031,2009-08-28 22:01:34+00:00,1768,532,5720,1,mix adderall headache medication like tylenol,4,fear
129,60868031,2009-08-28 22:01:36+00:00,1768,532,5720,1,possible side effect headache medication death risk,4,fear
130,60868031,2009-08-28 22:01:40+00:00,1768,532,5720,1,get rid headache medication,0,sadness
131,60868031,2009-08-28 22:28:51+00:00,1768,532,5720,1,health sick child fever allergy ear infection cold,4,fear
132,60868031,2009-08-28 22:28:56+00:00,1768,532,5720,1,buy goody headache powder,1,joy
133,60868031,2009-08-28 23:03:22+00:00,1768,532,5720,1,migraine medication nursing,0,sadness
134,60868031,2009-08-28 23:30:14+00:00,1768,532,5720,1,ocular migrainesfloatersflashers would could underlying cause thanks advance,1,joy
135,60868031,2009-08-28 23:30:17+00:00,1768,532,5720,1,remedy headache,0,sadness
136,60868031,2009-08-28 23:30:23+00:00,1768,532,5720,1,get menstrual migraine even dont get regular migraine,0,sadness
137,60868031,2009-08-29 00:09:40+00:00,1768,532,5720,1,cluster headache horrible condition u common,0,sadness
138,60868031,2009-08-29 00:09:53+00:00,1768,532,5720,1,stop migraine aura,4,fear
139,60868031,2009-08-29 01:29:46+00:00,1768,532,5720,1,herniated disc without nerve entrapment,4,fear
140,60868031,2009-08-29 01:29:51+00:00,1768,532,5720,1,2 bulging disc l4l5 one pressing scatica nerve like 7 month,4,fear
141,60868031,2009-08-29 02:05:46+00:00,1768,532,5720,1,ive zoloft 10m starting feel depression anxiety,0,sadness
142,60868031,2009-08-29 02:05:58+00:00,1768,532,5720,1,treatment plan intervention depression anxiety disorder,4,fear
143,60868031,2009-08-29 02:06:09+00:00,1768,532,5720,1,anxiety stress dizziness,4,fear
144,60868031,2009-08-29 02:06:14+00:00,1768,532,5720,1,cause sudden outbreak migraine,4,fear
145,60868031,2009-08-29 02:06:28+00:00,1768,532,5720,1,migraine time specific diet following,4,fear
146,60868031,2009-08-29 02:59:14+00:00,1768,532,5720,1,difficulty dealing boyfriend depression,0,sadness
147,60868031,2009-08-29 02:59:18+00:00,1768,532,5720,1,way prevent migraine,0,sadness
148,60868031,2009-08-29 02:59:22+00:00,1768,532,5720,1,anyone know really good cure migraine,1,joy
149,60868031,2009-08-29 03:28:17+00:00,1768,532,5720,1,headache relief fingertip,4,fear
150,60868031,2009-08-29 03:28:25+00:00,1768,532,5720,1,migraine headache prevention management,0,sadness
151,60868031,2009-08-29 03:28:31+00:00,1768,532,5720,1,whats home remedy cure headache,0,sadness
152,60868031,2009-08-29 04:03:17+00:00,1768,532,5720,1,recommended mg amount naproxen sodium prescription strenght,1,joy
153,60868031,2009-08-29 04:03:21+00:00,1768,532,5720,1,process occur body anxiety cause constant nausea,4,fear
154,60868031,2009-08-29 06:03:19+00:00,1768,532,5720,1,diet coke addictive,1,joy
155,60868031,2009-08-29 06:03:24+00:00,1768,532,5720,1,cause headache,0,sadness
156,60868031,2009-08-29 06:04:15+00:00,1768,532,5720,1,natural remedymedications stress depression anxiety migraine,0,sadness
157,60868031,2009-08-29 06:04:28+00:00,1768,532,5720,1,anyone know vegan feverfew pill headache,3,anger
158,60868031,2009-08-29 06:04:36+00:00,1768,532,5720,1,managing migraine dealing migraine perspective something help sufferer,0,sadness
159,60868031,2009-08-29 07:10:12+00:00,1768,532,5720,1,persistant headachemigraine 3 day,1,joy
160,60868031,2009-08-29 07:10:16+00:00,1768,532,5720,1,go pain clinic migraine kind med likely treated,4,fear
161,60868031,2009-08-29 08:02:12+00:00,1768,532,5720,1,raw food diet myth,3,anger
162,60868031,2009-08-29 08:02:17+00:00,1768,532,5720,1,prescription alternativeshundreds safe natural prescriptionfree remedy restore maintain health,1,joy
163,60868031,2009-08-29 08:02:20+00:00,1768,532,5720,1,science seizure new light epilepsy migraine,4,fear
164,60868031,2009-08-29 08:02:24+00:00,1768,532,5720,1,relax wellness volume 1 guided journey deep relaxation,1,joy
165,60868031,2009-08-29 08:32:48+00:00,1768,532,5720,1,extremely strong wrestler like john cena batista great khali etc ever suffer hernia,1,joy
166,60868031,2009-08-29 09:04:56+00:00,1768,532,5720,1,migraine cause depression,0,sadness
167,60868031,2009-08-29 09:05:10+00:00,1768,532,5720,1,arent painkiller anything headache,0,sadness
168,60868031,2009-08-29 09:27:13+00:00,1768,532,5720,1,cat golden garland midnight louie mystery,1,joy
169,60868031,2009-08-29 09:27:16+00:00,1768,532,5720,1,ever get tired treatment depression want commit suicide,0,sadness
170,60868031,2009-08-29 09:27:22+00:00,1768,532,5720,1,blueprint clincal case surgery,4,fear
171,60868031,2009-08-29 10:01:38+00:00,1768,532,5720,1,aroma home aromatherapy microwaveable neck wrap hot neck,2,love
172,60868031,2009-08-29 10:01:43+00:00,1768,532,5720,1,whats good antinausea drug,1,joy
173,60868031,2009-08-29 10:01:47+00:00,1768,532,5720,1,anti nausea ginger chewing gum 24,4,fear
174,60868031,2009-08-29 10:28:10+00:00,1768,532,5720,1,bulging herniated disc,4,fear
175,60868031,2009-08-29 10:58:51+00:00,1768,532,5720,1,looming tower al qaeda road 911,4,fear
176,60868031,2009-08-29 10:59:00+00:00,1768,532,5720,1,chronic headache treatment,0,sadness
177,60868031,2009-08-29 11:28:43+00:00,1768,532,5720,1,best remedy tension headache,0,sadness
178,60868031,2009-08-29 11:28:47+00:00,1768,532,5720,1,best remedy sinus headache,0,sadness
179,60868031,2009-08-29 12:04:06+00:00,1768,532,5720,1,sure child properly diagnosed,1,joy
180,60868031,2009-08-29 12:04:14+00:00,1768,532,5720,1,feeling fat frumpy,3,anger
181,60868031,2009-08-29 12:04:19+00:00,1768,532,5720,1,want get pill use condom effective way prevent pregnancy,1,joy
182,60868031,2009-08-29 12:04:24+00:00,1768,532,5720,1,period year saved email outlook outlook format msg,1,joy
183,60868031,2009-08-29 12:04:28+00:00,1768,532,5720,1,period year saved email outlook outlook format msg,1,joy
184,60868031,2009-08-29 12:28:26+00:00,1768,532,5720,1,ease back pain without drug,1,joy
185,60868031,2009-08-29 13:08:59+00:00,1768,532,5720,1,monthly migraine headache,0,sadness
186,60868031,2009-08-29 13:09:01+00:00,1768,532,5720,1,treatment disc hernaition plzzz answer fast,1,joy
187,60868031,2009-08-29 13:09:14+00:00,1768,532,5720,1,treatment migraine nonstop 6 yr lead panic atks memory loss depression,0,sadness
188,60868031,2009-08-29 13:09:19+00:00,1768,532,5720,1,help nasal spray addiction using nasal decongestant spray two year,0,sadness
189,60868031,2009-08-29 13:27:36+00:00,1768,532,5720,1,anyone ocular migraine,4,fear
190,60868031,2009-08-29 13:27:42+00:00,1768,532,5720,1,reading wondering problem still due concussion migraine,4,fear
191,60868031,2009-08-29 13:27:47+00:00,1768,532,5720,1,anybody ocular migraine,4,fear
192,60868031,2009-08-29 14:03:54+00:00,1768,532,5720,1,way u overcome tooth sensitivity issue without root canal,4,fear
193,60868031,2009-08-29 14:03:59+00:00,1768,532,5720,1,anyone unique way dealing depression,1,joy
194,60868031,2009-08-29 14:59:40+00:00,1768,532,5720,1,stop getting nausea stomachache,0,sadness
195,60868031,2009-08-29 15:57:54+00:00,1768,532,5720,1,yoga dummy,4,fear
196,60868031,2009-08-29 15:58:13+00:00,1768,532,5720,1,fastest treatment remedy tension headache,1,joy
197,60868031,2009-08-29 15:58:24+00:00,1768,532,5720,1,start taking prescribed medicine migraine,0,sadness
198,60868031,2009-08-29 15:58:42+00:00,1768,532,5720,1,aleve day strong pain relieverfever reducer caplets 200count bottle,1,joy
199,60868031,2009-08-29 15:58:47+00:00,1768,532,5720,1,hidden danger eat drink lifelong guide healthy living,1,joy
200,60868031,2009-08-29 16:31:28+00:00,1768,532,5720,1,dreaming god,1,joy
201,60868031,2009-08-29 16:31:32+00:00,1768,532,5720,1,difference magnesium oxide magnesium gluconate,3,anger
202,60868031,2009-08-29 17:05:25+00:00,1768,532,5720,1,possible miscarriage knowing,4,fear
203,60868031,2009-08-29 17:28:32+00:00,1768,532,5720,1,causing vertigo attack,4,fear
204,60868031,2009-08-29 18:01:28+00:00,1768,532,5720,1,suicide mental health bi polar depression near death experience,0,sadness
205,60868031,2009-08-29 18:01:33+00:00,1768,532,5720,1,spineworx back realignment device,4,fear
206,60868031,2009-08-29 18:59:58+00:00,1768,532,5720,1,anxiety phobia workbook fourth edition,4,fear
207,60868031,2009-08-29 19:00:04+00:00,1768,532,5720,1,best way prevent migraine,0,sadness
208,60868031,2009-08-29 19:00:08+00:00,1768,532,5720,1,possible develop pre eclampsia second child first,4,fear
209,60868031,2009-08-29 20:07:41+00:00,1768,532,5720,1,chiropractic treatment cause headache,4,fear
210,60868031,2009-08-29 20:07:58+00:00,1768,532,5720,1,lunch buddy,3,anger
211,60868031,2009-08-29 20:32:45+00:00,1768,532,5720,1,anyone heard lumbar traction diometry,4,fear
212,60868031,2009-08-29 20:32:49+00:00,1768,532,5720,1,power infinite love gratitude evolutionary journey awakening spirit,1,joy
213,60868031,2009-08-29 20:32:54+00:00,1768,532,5720,1,could migraine related help please,4,fear
214,60868031,2009-08-29 21:08:04+00:00,1768,532,5720,1,concerned steroid injection lower back due disk herniation,4,fear
215,60868031,2009-08-29 21:08:09+00:00,1768,532,5720,1,safe occasionally take tramadol migraine youre prozac thyroxine,1,joy
216,60868031,2009-08-29 21:08:14+00:00,1768,532,5720,1,whats best way treat hormonal migraine without prescription drug,0,sadness
217,60868031,2009-08-29 21:08:19+00:00,1768,532,5720,1,men health tnt diet explosive new plan blast fat build muscle get healthy 12 week,1,joy
218,60868031,2009-08-29 21:08:23+00:00,1768,532,5720,1,salt trigger headache,3,anger
219,60868031,2009-08-29 21:27:22+00:00,1768,532,5720,1,get revealing simple surprising lifestyle cause migraine alzheimers stroke glaucoma sleep,4,fear
220,60868031,2009-08-29 21:27:27+00:00,1768,532,5720,1,get revealing simple surprising lifestyle cause migraine alzheimers stroke glaucoma sleep,4,fear
221,60868031,2009-08-29 21:27:31+00:00,1768,532,5720,1,get revealing simple surprising lifestyle cause migraine alzheimers stroke glaucoma sleep,4,fear
222,60868031,2009-08-29 21:27:34+00:00,1768,532,5720,1,get revealing simple surprising lifestyle cause migraine alzheimers stroke glaucoma sleep,4,fear
223,60868031,2009-08-29 21:27:37+00:00,1768,532,5720,1,get revealing simple surprising lifestyle cause migraine alzheimers stroke glaucoma sleep,4,fear
224,60868031,2009-08-29 23:04:37+00:00,1768,532,5720,1,relieve sinus headache without taking medication,0,sadness
225,60868031,2009-08-29 23:04:49+00:00,1768,532,5720,1,high blood pressure,4,fear
226,60868031,2009-08-29 23:05:03+00:00,1768,532,5720,1,coping headache migraine,0,sadness
227,60868031,2009-08-29 23:05:09+00:00,1768,532,5720,1,unexplained fever dizziness hot flash,4,fear
228,60868031,2009-08-29 23:05:28+00:00,1768,532,5720,1,anyone inner tremblingvibrating sensation morning evening followed increased sensation eating,4,fear
229,60868031,2009-08-29 23:40:22+00:00,1768,532,5720,1,headache happiness stop start,0,sadness
230,60868031,2009-08-30 00:27:15+00:00,1768,532,5720,1,possible cause headache,4,fear
231,60868031,2009-08-30 00:27:19+00:00,1768,532,5720,1,ballet basic,1,joy
232,60868031,2009-08-30 00:27:25+00:00,1768,532,5720,1,weight loss surgery adjustable gastric band everything need know surgery lo,4,fear
233,60868031,2009-08-30 00:59:43+00:00,1768,532,5720,1,alternative medicine migraine headache,0,sadness
234,60868031,2009-08-30 00:59:53+00:00,1768,532,5720,1,science seizure new light epilepsy migraine,4,fear
235,60868031,2009-08-30 00:59:58+00:00,1768,532,5720,1,celestial dream sleep eye pillow,1,joy
236,60868031,2009-08-30 01:00:04+00:00,1768,532,5720,1,online chat room dealing postpartem depression,3,anger
237,60868031,2009-08-30 01:27:08+00:00,1768,532,5720,1,anyone need talk someone depression committing suicide im anyone need talk,0,sadness
238,60868031,2009-08-30 01:27:14+00:00,1768,532,5720,1,natural way treat sciatic pain hip leg bulging disc lower spine,4,fear
239,60868031,2009-08-30 01:27:15+00:00,1768,532,5720,1,multiphasic ocs spark menstrual migraine,4,fear
240,60868031,2009-08-30 01:27:15+00:00,1768,532,5720,1,multiphasic ocs spark menstrual migraine,4,fear
241,60868031,2009-08-30 02:00:46+00:00,1768,532,5720,1,taken cluster headache besides immotrix relieve pain,0,sadness
242,60868031,2009-08-30 02:00:48+00:00,1768,532,5720,1,counteract extreme nausea get vicodin,4,fear
243,60868031,2009-08-30 02:00:53+00:00,1768,532,5720,1,lewis clark nausea travel wrist band,4,fear
244,60868031,2009-08-30 02:00:58+00:00,1768,532,5720,1,last night bad migraine headache couldnt help 8 yr old w math homeworkshe finished 3,0,sadness
245,60868031,2009-08-30 02:01:18+00:00,1768,532,5720,1,strongest otc headache med,4,fear
246,60868031,2009-08-30 02:58:14+00:00,1768,532,5720,1,anyone heard botox injection providing relief migraine sufferer,4,fear
247,60868031,2009-08-30 03:29:05+00:00,1768,532,5720,1,wife get two migraine month taken otc pill suggestion,0,sadness
248,60868031,2009-08-30 03:29:14+00:00,1768,532,5720,1,condition paula abdul wife many symptomsslurred speech disorientation,4,fear
249,60868031,2009-08-30 03:29:17+00:00,1768,532,5720,1,anyone remedy bad headache,0,sadness
250,60868031,2009-08-30 03:29:21+00:00,1768,532,5720,1,natural remedy curing headache,1,joy
251,60868031,2009-08-30 04:00:16+00:00,1768,532,5720,1,perfectly pampered pregnancy beauty health lifestyle advice modern mothertobe,1,joy
252,60868031,2009-08-30 04:37:24+00:00,1768,532,5720,1,anyone ever microdiscectomy done done,1,joy
253,60868031,2009-08-30 04:37:35+00:00,1768,532,5720,1,symptom difference btwn diagnosed middle low back disc herniation kidney infection im scared,4,fear
254,60868031,2009-08-30 04:37:40+00:00,1768,532,5720,1,orthopaedic examination evaluation intervention second edition,4,fear
255,60868031,2009-08-30 05:05:08+00:00,1768,532,5720,1,type headache treatment without insurance,4,fear
256,60868031,2009-08-30 05:28:54+00:00,1768,532,5720,1,chronic migraine ten year mri ct scan,4,fear
257,60868031,2009-08-30 05:28:59+00:00,1768,532,5720,1,migraine pregnancy,4,fear
258,60868031,2009-08-30 05:29:05+00:00,1768,532,5720,1,headache migraine pain relief heal headache treatment 11ml,0,sadness
259,60868031,2009-08-30 05:29:08+00:00,1768,532,5720,1,important people life prone depression,1,joy
260,60868031,2009-08-30 05:29:19+00:00,1768,532,5720,1,information symptom severe depressionsuicide,4,fear
